Sensors in this area:
Sensor1 (lat:44, long:-0.3) ()
Sensor2 (lat:44, long:0.4) ()
Sensor11 (lat:44.4, long:-0.3) ()
Sensor12 (lat:44.4, long:0.4) ()
Sensor66 (lat:46.4, long:3.2) ()
Sensor76 (lat:46.8, long:3.2) ()
Sensor77 (lat:46.8, long:3.9) ()
Sensor86 (lat:47.2, long:3.2) ()
Sensor87 (lat:47.2, long:3.9) ()
Sensor96 (lat:47.6, long:3.2) ()
Sensor97 (lat:47.6, long:3.9) ()
Measures for this area: 
2019-12-24 12:00:00 Sensor76 PM10 40.85
2019-12-25 12:00:00 Sensor76 O3 46.16
2019-12-25 12:00:00 Sensor76 NO2 52.81
2019-12-25 12:00:00 Sensor76 SO2 43.77
2019-12-25 12:00:00 Sensor76 PM10 44.99
2019-12-26 12:00:00 Sensor76 O3 44.98
2019-12-26 12:00:00 Sensor76 NO2 63.67
2019-12-26 12:00:00 Sensor76 SO2 44.91
2019-12-26 12:00:00 Sensor76 PM10 47.42
2019-12-27 12:00:00 Sensor76 O3 48.14
2019-12-27 12:00:00 Sensor76 NO2 30.07
2019-12-27 12:00:00 Sensor76 SO2 60.66
2019-12-27 12:00:00 Sensor76 PM10 30.54
2019-12-28 12:00:00 Sensor76 O3 54.97
2019-12-28 12:00:00 Sensor76 NO2 41.71
2019-12-28 12:00:00 Sensor76 SO2 50.38
2019-12-28 12:00:00 Sensor76 PM10 60.89
2019-12-29 12:00:00 Sensor76 O3 59.3
2019-12-29 12:00:00 Sensor76 NO2 39.64
2019-12-29 12:00:00 Sensor76 SO2 52.59
2019-12-29 12:00:00 Sensor76 PM10 58.06
2019-12-30 12:00:00 Sensor76 O3 32.09
2019-12-30 12:00:00 Sensor76 NO2 45.07
2019-12-30 12:00:00 Sensor76 SO2 52.82
2019-12-30 12:00:00 Sensor76 PM10 45.95
2019-12-31 12:00:00 Sensor76 O3 51.59
2019-12-31 12:00:00 Sensor76 NO2 58.74
2019-12-31 12:00:00 Sensor76 SO2 49.68
2019-12-31 12:00:00 Sensor76 PM10 33.09
2019-01-01 12:00:00 Sensor77 O3 57.48
2019-01-01 12:00:00 Sensor77 NO2 48.71
2019-01-01 12:00:00 Sensor77 SO2 33.57
2019-01-01 12:00:00 Sensor77 PM10 36.27
2019-01-02 12:00:00 Sensor77 O3 57.72
2019-01-02 12:00:00 Sensor77 NO2 59.51
2019-01-02 12:00:00 Sensor77 SO2 56.19
2019-01-02 12:00:00 Sensor77 PM10 62.02
2019-01-03 12:00:00 Sensor77 O3 45.35
2019-01-03 12:00:00 Sensor77 NO2 46.15
2019-01-03 12:00:00 Sensor77 SO2 43.76
2019-01-03 12:00:00 Sensor77 PM10 55.14
2019-01-04 12:00:00 Sensor77 O3 40.72
2019-01-04 12:00:00 Sensor77 NO2 53.88
2019-01-04 12:00:00 Sensor77 SO2 53.86
2019-01-04 12:00:00 Sensor77 PM10 44.06
2019-01-05 12:00:00 Sensor77 O3 42.65
2019-01-05 12:00:00 Sensor77 NO2 51.57
2019-01-05 12:00:00 Sensor77 SO2 33.92
2019-01-05 12:00:00 Sensor77 PM10 59.7
2019-01-06 12:00:00 Sensor77 O3 51.35
2019-01-06 12:00:00 Sensor77 NO2 70.9
2019-01-06 12:00:00 Sensor77 SO2 69.56
2019-01-06 12:00:00 Sensor77 PM10 36.77
2019-01-07 12:00:00 Sensor77 O3 50.78
2019-01-07 12:00:00 Sensor77 NO2 45.09
2019-01-07 12:00:00 Sensor77 SO2 51.94
2019-01-07 12:00:00 Sensor77 PM10 58.06
2019-01-08 12:00:00 Sensor77 O3 57.85
2019-01-08 12:00:00 Sensor77 NO2 38.49
2019-01-08 12:00:00 Sensor77 SO2 58.75
2019-01-08 12:00:00 Sensor77 PM10 57.52
2019-01-09 12:00:00 Sensor77 O3 48.19
2019-01-09 12:00:00 Sensor77 NO2 51.51
2019-01-09 12:00:00 Sensor77 SO2 41.06
2019-01-09 12:00:00 Sensor77 PM10 35.22
2019-01-10 12:00:00 Sensor77 O3 43.34
2019-01-10 12:00:00 Sensor77 NO2 36.33
2019-01-10 12:00:00 Sensor77 SO2 73.41
2019-01-10 12:00:00 Sensor77 PM10 57.12
2019-01-11 12:00:00 Sensor77 O3 45.6
2019-01-11 12:00:00 Sensor77 NO2 53.63
2019-01-11 12:00:00 Sensor77 SO2 29.43
2019-01-11 12:00:00 Sensor77 PM10 44.92
2019-01-12 12:00:00 Sensor77 O3 58.46
2019-01-12 12:00:00 Sensor77 NO2 41.8
2019-01-12 12:00:00 Sensor77 SO2 61.49
2019-01-12 12:00:00 Sensor77 PM10 36.47
2019-01-13 12:00:00 Sensor77 O3 45.09
2019-01-13 12:00:00 Sensor77 NO2 45.01
2019-01-13 12:00:00 Sensor77 SO2 65.96
2019-01-13 12:00:00 Sensor77 PM10 63.77
2019-01-14 12:00:00 Sensor77 O3 54.97
2019-01-14 12:00:00 Sensor77 NO2 66.65
2019-01-14 12:00:00 Sensor77 SO2 50.13
2019-01-14 12:00:00 Sensor77 PM10 58.09
2019-01-15 12:00:00 Sensor77 O3 46.94
2019-01-15 12:00:00 Sensor77 NO2 50.55
2019-01-15 12:00:00 Sensor77 SO2 55.77
2019-01-15 12:00:00 Sensor77 PM10 51.14
2019-01-16 12:00:00 Sensor77 O3 39.78
2019-01-16 12:00:00 Sensor77 NO2 59.36
2019-01-16 12:00:00 Sensor77 SO2 50.4
2019-01-16 12:00:00 Sensor77 PM10 41.25
2019-01-17 12:00:00 Sensor77 O3 54.53
2019-01-17 12:00:00 Sensor77 NO2 43.64
2019-01-17 12:00:00 Sensor77 SO2 60.28
2019-01-17 12:00:00 Sensor77 PM10 31.9
2019-01-18 12:00:00 Sensor77 O3 62.07
2019-01-18 12:00:00 Sensor77 NO2 33.52
2019-01-18 12:00:00 Sensor77 SO2 41.23
2019-01-18 12:00:00 Sensor77 PM10 73.55
2019-01-19 12:00:00 Sensor77 O3 39.27
2019-01-19 12:00:00 Sensor77 NO2 46.45
2019-01-19 12:00:00 Sensor77 SO2 65
2019-01-19 12:00:00 Sensor77 PM10 42.53
2019-01-20 12:00:00 Sensor77 O3 59.81
2019-01-20 12:00:00 Sensor77 NO2 60.18
2019-01-20 12:00:00 Sensor77 SO2 32.16
2019-01-20 12:00:00 Sensor77 PM10 49.97
2019-01-21 12:00:00 Sensor77 O3 35.16
2019-01-21 12:00:00 Sensor77 NO2 56.36
2019-01-21 12:00:00 Sensor77 SO2 46.2
2019-01-21 12:00:00 Sensor77 PM10 50.32
2019-01-22 12:00:00 Sensor77 O3 35.45
2019-01-22 12:00:00 Sensor77 NO2 70.31
2019-01-22 12:00:00 Sensor77 SO2 42.84
2019-01-22 12:00:00 Sensor77 PM10 62.13
2019-01-23 12:00:00 Sensor77 O3 35.54
2019-01-23 12:00:00 Sensor77 NO2 46.3
2019-01-23 12:00:00 Sensor77 SO2 50.29
2019-01-23 12:00:00 Sensor77 PM10 38.84
2019-01-24 12:00:00 Sensor77 O3 41.23
2019-01-24 12:00:00 Sensor77 NO2 46.05
2019-01-24 12:00:00 Sensor77 SO2 42.41
2019-01-24 12:00:00 Sensor77 PM10 46.19
2019-01-25 12:00:00 Sensor77 O3 44.78
2019-01-25 12:00:00 Sensor77 NO2 54.99
2019-01-25 12:00:00 Sensor77 SO2 44.4
2019-01-25 12:00:00 Sensor77 PM10 47.09
2019-01-26 12:00:00 Sensor77 O3 63.64
2019-01-26 12:00:00 Sensor77 NO2 44.72
2019-01-26 12:00:00 Sensor77 SO2 42.22
2019-01-26 12:00:00 Sensor77 PM10 37.78
2019-01-27 12:00:00 Sensor77 O3 59
2019-01-27 12:00:00 Sensor77 NO2 54.89
2019-01-27 12:00:00 Sensor77 SO2 48.67
2019-01-27 12:00:00 Sensor77 PM10 45.69
2019-01-28 12:00:00 Sensor77 O3 40.34
2019-01-28 12:00:00 Sensor77 NO2 46.73
2019-01-28 12:00:00 Sensor77 SO2 51.96
2019-01-28 12:00:00 Sensor77 PM10 51.58
2019-01-29 12:00:00 Sensor77 O3 48.97
2019-01-29 12:00:00 Sensor77 NO2 48.55
2019-01-29 12:00:00 Sensor77 SO2 49.25
2019-01-29 12:00:00 Sensor77 PM10 48.58
2019-01-30 12:00:00 Sensor77 O3 54.71
2019-01-30 12:00:00 Sensor77 NO2 31.92
2019-01-30 12:00:00 Sensor77 SO2 47.33
2019-01-30 12:00:00 Sensor77 PM10 58
2019-01-31 12:00:00 Sensor77 O3 55.37
2019-01-31 12:00:00 Sensor77 NO2 35.61
2019-01-31 12:00:00 Sensor77 SO2 49.8
2019-01-31 12:00:00 Sensor77 PM10 57.65
2019-02-01 12:00:00 Sensor77 O3 3.58
2019-02-01 12:00:00 Sensor77 NO2 2.86
2019-02-01 12:00:00 Sensor77 SO2 3.6
2019-02-01 12:00:00 Sensor77 PM10 2.48
2019-02-02 12:00:00 Sensor77 O3 2.97
2019-02-02 12:00:00 Sensor77 NO2 2.88
2019-02-02 12:00:00 Sensor77 SO2 3.42
2019-02-02 12:00:00 Sensor77 PM10 2.39
2019-02-03 12:00:00 Sensor77 O3 2.79
2019-02-03 12:00:00 Sensor77 NO2 1.99
2019-02-03 12:00:00 Sensor77 SO2 3.56
2019-02-03 12:00:00 Sensor77 PM10 4.28
2019-02-04 12:00:00 Sensor77 O3 3.53
2019-02-04 12:00:00 Sensor77 NO2 2.93
2019-02-04 12:00:00 Sensor77 SO2 1.99
2019-02-04 12:00:00 Sensor77 PM10 4.3
2019-02-05 12:00:00 Sensor77 O3 3.72
2019-02-05 12:00:00 Sensor77 NO2 3.27
2019-02-05 12:00:00 Sensor77 SO2 2.74
2019-02-05 12:00:00 Sensor77 PM10 2.48
2019-02-06 12:00:00 Sensor77 O3 3.76
2019-02-06 12:00:00 Sensor77 NO2 2.65
2019-02-06 12:00:00 Sensor77 SO2 2.77
2019-02-06 12:00:00 Sensor77 PM10 3.33
2019-02-07 12:00:00 Sensor77 O3 4.03
2019-02-07 12:00:00 Sensor77 NO2 2.91
2019-02-07 12:00:00 Sensor77 SO2 3.9
2019-02-07 12:00:00 Sensor77 PM10 3.06
2019-02-08 12:00:00 Sensor77 O3 3.67
2019-02-08 12:00:00 Sensor77 NO2 2.26
2019-02-08 12:00:00 Sensor77 SO2 2.99
2019-02-08 12:00:00 Sensor77 PM10 3.36
2019-02-09 12:00:00 Sensor77 O3 2.5
2019-02-09 12:00:00 Sensor77 NO2 2.96
2019-02-09 12:00:00 Sensor77 SO2 3.17
2019-02-09 12:00:00 Sensor77 PM10 3.21
2019-02-10 12:00:00 Sensor77 O3 2.67
2019-02-10 12:00:00 Sensor77 NO2 3.57
2019-02-10 12:00:00 Sensor77 SO2 3.22
2019-02-10 12:00:00 Sensor77 PM10 2.67
2019-02-11 12:00:00 Sensor77 O3 2.63
2019-02-11 12:00:00 Sensor77 NO2 2.42
2019-02-11 12:00:00 Sensor77 SO2 2.72
2019-02-11 12:00:00 Sensor77 PM10 3.73
2019-02-12 12:00:00 Sensor77 O3 3.91
2019-02-12 12:00:00 Sensor77 NO2 4.11
2019-02-12 12:00:00 Sensor77 SO2 3.67
2019-02-12 12:00:00 Sensor77 PM10 3.44
2019-02-13 12:00:00 Sensor77 O3 3.62
2019-02-13 12:00:00 Sensor77 NO2 3.17
2019-02-13 12:00:00 Sensor77 SO2 2.93
2019-02-13 12:00:00 Sensor77 PM10 2.49
2019-02-14 12:00:00 Sensor77 O3 3.44
2019-02-14 12:00:00 Sensor77 NO2 3
2019-02-14 12:00:00 Sensor77 SO2 1.86
2019-02-14 12:00:00 Sensor77 PM10 2.61
2019-02-15 12:00:00 Sensor77 O3 3.2
2019-02-15 12:00:00 Sensor77 NO2 3.38
2019-02-15 12:00:00 Sensor77 SO2 3.52
2019-02-15 12:00:00 Sensor77 PM10 2.37
2019-02-16 12:00:00 Sensor77 O3 2.31
2019-02-16 12:00:00 Sensor77 NO2 3.42
2019-02-16 12:00:00 Sensor77 SO2 3.02
2019-02-16 12:00:00 Sensor77 PM10 3.21
2019-02-17 12:00:00 Sensor77 O3 3.37
2019-02-17 12:00:00 Sensor77 NO2 2.64
2019-02-17 12:00:00 Sensor77 SO2 3.88
2019-02-17 12:00:00 Sensor77 PM10 2.29
2019-02-18 12:00:00 Sensor77 O3 3.57
2019-02-18 12:00:00 Sensor77 NO2 2.36
2019-02-18 12:00:00 Sensor77 SO2 3.95
2019-02-18 12:00:00 Sensor77 PM10 3.8
2019-02-19 12:00:00 Sensor77 O3 3.45
2019-02-19 12:00:00 Sensor77 NO2 3.18
2019-02-19 12:00:00 Sensor77 SO2 3.94
2019-02-19 12:00:00 Sensor77 PM10 2.68
2019-02-20 12:00:00 Sensor77 O3 2.44
2019-02-20 12:00:00 Sensor77 NO2 3.59
2019-02-20 12:00:00 Sensor77 SO2 2.61
2019-02-20 12:00:00 Sensor77 PM10 2.78
2019-02-21 12:00:00 Sensor77 O3 3.17
2019-02-21 12:00:00 Sensor77 NO2 3.56
2019-02-21 12:00:00 Sensor77 SO2 2.96
2019-02-21 12:00:00 Sensor77 PM10 2.62
2019-02-22 12:00:00 Sensor77 O3 3.18
2019-02-22 12:00:00 Sensor77 NO2 3.45
2019-02-22 12:00:00 Sensor77 SO2 3.31
2019-02-22 12:00:00 Sensor77 PM10 3.73
2019-02-23 12:00:00 Sensor77 O3 3.28
2019-02-23 12:00:00 Sensor77 NO2 2.98
2019-02-23 12:00:00 Sensor77 SO2 2.97
2019-02-23 12:00:00 Sensor77 PM10 3.68
2019-02-24 12:00:00 Sensor77 O3 2.9
2019-02-24 12:00:00 Sensor77 NO2 2.29
2019-02-24 12:00:00 Sensor77 SO2 3.71
2019-02-24 12:00:00 Sensor77 PM10 3.59
2019-02-25 12:00:00 Sensor77 O3 2.39
2019-02-25 12:00:00 Sensor77 NO2 3.36
2019-02-25 12:00:00 Sensor77 SO2 2.98
2019-02-25 12:00:00 Sensor77 PM10 2.13
2019-02-26 12:00:00 Sensor77 O3 2.23
2019-02-26 12:00:00 Sensor77 NO2 3.01
2019-02-26 12:00:00 Sensor77 SO2 3.39
2019-02-26 12:00:00 Sensor77 PM10 2.68
2019-02-27 12:00:00 Sensor77 O3 3.39
2019-02-27 12:00:00 Sensor77 NO2 3.73
2019-02-27 12:00:00 Sensor77 SO2 2.72
2019-02-27 12:00:00 Sensor77 PM10 3.25
2019-02-28 12:00:00 Sensor77 O3 1.76
2019-02-28 12:00:00 Sensor77 NO2 2.65
2019-02-28 12:00:00 Sensor77 SO2 4.27
2019-02-28 12:00:00 Sensor77 PM10 3.28
2019-03-01 12:00:00 Sensor77 O3 48.13
2019-03-01 12:00:00 Sensor77 NO2 57.07
2019-03-01 12:00:00 Sensor77 SO2 40.82
2019-03-01 12:00:00 Sensor77 PM10 35.2
2019-03-02 12:00:00 Sensor77 O3 47.81
2019-03-02 12:00:00 Sensor77 NO2 59.63
2019-03-02 12:00:00 Sensor77 SO2 48.65
2019-03-02 12:00:00 Sensor77 PM10 57.56
2019-03-03 12:00:00 Sensor77 O3 42.94
2019-03-03 12:00:00 Sensor77 NO2 57.21
2019-03-03 12:00:00 Sensor77 SO2 47.56
2019-03-03 12:00:00 Sensor77 PM10 57.49
2019-03-04 12:00:00 Sensor77 O3 49.27
2019-03-04 12:00:00 Sensor77 NO2 45.79
2019-03-04 12:00:00 Sensor77 SO2 46.57
2019-03-04 12:00:00 Sensor77 PM10 54.92
2019-03-05 12:00:00 Sensor77 O3 49.26
2019-03-05 12:00:00 Sensor77 NO2 43.21
2019-03-05 12:00:00 Sensor77 SO2 46.3
2019-03-05 12:00:00 Sensor77 PM10 34.36
2019-03-06 12:00:00 Sensor77 O3 51.05
2019-03-06 12:00:00 Sensor77 NO2 43.07
2019-03-06 12:00:00 Sensor77 SO2 60.34
2019-03-06 12:00:00 Sensor77 PM10 64.46
2019-03-07 12:00:00 Sensor77 O3 51.15
2019-03-07 12:00:00 Sensor77 NO2 42.99
2019-03-07 12:00:00 Sensor77 SO2 54.89
2019-03-07 12:00:00 Sensor77 PM10 56.19
2019-03-08 12:00:00 Sensor77 O3 52.41
2019-03-08 12:00:00 Sensor77 NO2 44.42
2019-03-08 12:00:00 Sensor77 SO2 45
2019-03-08 12:00:00 Sensor77 PM10 55.8
2019-03-09 12:00:00 Sensor77 O3 44.19
2019-03-09 12:00:00 Sensor77 NO2 40.21
2019-03-09 12:00:00 Sensor77 SO2 55.88
2019-03-09 12:00:00 Sensor77 PM10 40.49
2019-03-10 12:00:00 Sensor77 O3 40.2
2019-03-10 12:00:00 Sensor77 NO2 52.54
2019-03-10 12:00:00 Sensor77 SO2 51.32
2019-03-10 12:00:00 Sensor77 PM10 43
2019-03-11 12:00:00 Sensor77 O3 42.95
2019-03-11 12:00:00 Sensor77 NO2 56.09
2019-03-11 12:00:00 Sensor77 SO2 37.4
2019-03-11 12:00:00 Sensor77 PM10 55.33
2019-03-12 12:00:00 Sensor77 O3 50.69
2019-03-12 12:00:00 Sensor77 NO2 58.09
2019-03-12 12:00:00 Sensor77 SO2 43.53
2019-03-12 12:00:00 Sensor77 PM10 56.48
2019-03-13 12:00:00 Sensor77 O3 54.11
2019-03-13 12:00:00 Sensor77 NO2 55.57
2019-03-13 12:00:00 Sensor77 SO2 54.98
2019-03-13 12:00:00 Sensor77 PM10 50.98
2019-03-14 12:00:00 Sensor77 O3 60.04
2019-03-14 12:00:00 Sensor77 NO2 56.41
2019-03-14 12:00:00 Sensor77 SO2 54.16
2019-03-14 12:00:00 Sensor77 PM10 46.49
2019-03-15 12:00:00 Sensor77 O3 43.02
2019-03-15 12:00:00 Sensor77 NO2 57.15
2019-03-15 12:00:00 Sensor77 SO2 57.58
2019-03-15 12:00:00 Sensor77 PM10 34.33
2019-03-16 12:00:00 Sensor77 O3 35.31
2019-03-16 12:00:00 Sensor77 NO2 54.51
2019-03-16 12:00:00 Sensor77 SO2 51.59
2019-03-16 12:00:00 Sensor77 PM10 48.86
2019-03-17 12:00:00 Sensor77 O3 48.67
2019-03-17 12:00:00 Sensor77 NO2 44.94
2019-03-17 12:00:00 Sensor77 SO2 42.13
2019-03-17 12:00:00 Sensor77 PM10 52.89
2019-03-18 12:00:00 Sensor77 O3 55.37
2019-03-18 12:00:00 Sensor77 NO2 37.37
2019-03-18 12:00:00 Sensor77 SO2 53.15
2019-03-18 12:00:00 Sensor77 PM10 33.52
2019-03-19 12:00:00 Sensor77 O3 40.98
2019-03-19 12:00:00 Sensor77 NO2 50.62
2019-03-19 12:00:00 Sensor77 SO2 68.24
2019-03-19 12:00:00 Sensor77 PM10 45.26
2019-03-20 12:00:00 Sensor77 O3 51.58
2019-03-20 12:00:00 Sensor77 NO2 49.39
2019-03-20 12:00:00 Sensor77 SO2 30.02
2019-03-20 12:00:00 Sensor77 PM10 51.1
2019-03-21 12:00:00 Sensor77 O3 53.59
2019-03-21 12:00:00 Sensor77 NO2 64.34
2019-03-21 12:00:00 Sensor77 SO2 55.17
2019-03-21 12:00:00 Sensor77 PM10 61.03
2019-03-22 12:00:00 Sensor77 O3 63.55
2019-03-22 12:00:00 Sensor77 NO2 61.3
2019-03-22 12:00:00 Sensor77 SO2 37.62
2019-03-22 12:00:00 Sensor77 PM10 48.8
2019-03-23 12:00:00 Sensor77 O3 55.34
2019-03-23 12:00:00 Sensor77 NO2 56.56
2019-03-23 12:00:00 Sensor77 SO2 66.54
2019-03-23 12:00:00 Sensor77 PM10 47.51
2019-03-24 12:00:00 Sensor77 O3 35.96
2019-03-24 12:00:00 Sensor77 NO2 50.18
2019-03-24 12:00:00 Sensor77 SO2 43.77
2019-03-24 12:00:00 Sensor77 PM10 56.65
2019-03-25 12:00:00 Sensor77 O3 51.62
2019-03-25 12:00:00 Sensor77 NO2 35.63
2019-03-25 12:00:00 Sensor77 SO2 44.84
2019-03-25 12:00:00 Sensor77 PM10 43.35
2019-03-26 12:00:00 Sensor77 O3 43.07
2019-03-26 12:00:00 Sensor77 NO2 56.01
2019-03-26 12:00:00 Sensor77 SO2 42.5
2019-03-26 12:00:00 Sensor77 PM10 60.57
2019-03-27 12:00:00 Sensor77 O3 43.72
2019-03-27 12:00:00 Sensor77 NO2 56.33
2019-03-27 12:00:00 Sensor77 SO2 49.46
2019-03-27 12:00:00 Sensor77 PM10 46.9
2019-03-28 12:00:00 Sensor77 O3 40.62
2019-03-28 12:00:00 Sensor77 NO2 46.64
2019-03-28 12:00:00 Sensor77 SO2 47.39
2019-03-28 12:00:00 Sensor77 PM10 39.15
2019-03-29 12:00:00 Sensor77 O3 50.1
2019-03-29 12:00:00 Sensor77 NO2 63.44
2019-03-29 12:00:00 Sensor77 SO2 54.9
2019-03-29 12:00:00 Sensor77 PM10 64.71
2019-03-30 12:00:00 Sensor77 O3 60.5
2019-03-30 12:00:00 Sensor77 NO2 56.28
2019-03-30 12:00:00 Sensor77 SO2 54.19
2019-03-30 12:00:00 Sensor77 PM10 57.99
2019-03-31 12:00:00 Sensor77 O3 55.33
2019-03-31 12:00:00 Sensor77 NO2 47.79
2019-03-31 12:00:00 Sensor77 SO2 48.2
2019-03-31 12:00:00 Sensor77 PM10 45.8
2019-04-01 12:00:00 Sensor77 O3 40.98
2019-04-01 12:00:00 Sensor77 NO2 44.95
2019-04-01 12:00:00 Sensor77 SO2 70.81
2019-04-01 12:00:00 Sensor77 PM10 42.09
2019-04-02 12:00:00 Sensor77 O3 48.81
2019-04-02 12:00:00 Sensor77 NO2 39.66
2019-04-02 12:00:00 Sensor77 SO2 47.98
2019-04-02 12:00:00 Sensor77 PM10 48.25
2019-04-03 12:00:00 Sensor77 O3 62.76
2019-04-03 12:00:00 Sensor77 NO2 55.79
2019-04-03 12:00:00 Sensor77 SO2 31.76
2019-04-03 12:00:00 Sensor77 PM10 40.35
2019-04-04 12:00:00 Sensor77 O3 39.3
2019-04-04 12:00:00 Sensor77 NO2 48.18
2019-04-04 12:00:00 Sensor77 SO2 52.23
2019-04-04 12:00:00 Sensor77 PM10 49.87
2019-04-05 12:00:00 Sensor77 O3 46.18
2019-04-05 12:00:00 Sensor77 NO2 68.76
2019-04-05 12:00:00 Sensor77 SO2 41.74
2019-04-05 12:00:00 Sensor77 PM10 69.59
2019-04-06 12:00:00 Sensor77 O3 45.65
2019-04-06 12:00:00 Sensor77 NO2 71.67
2019-04-06 12:00:00 Sensor77 SO2 60.43
2019-04-06 12:00:00 Sensor77 PM10 47.78
2019-04-07 12:00:00 Sensor77 O3 47.08
2019-04-07 12:00:00 Sensor77 NO2 40.74
2019-04-07 12:00:00 Sensor77 SO2 72.63
2019-04-07 12:00:00 Sensor77 PM10 35.64
2019-04-08 12:00:00 Sensor77 O3 41.11
2019-04-08 12:00:00 Sensor77 NO2 52.12
2019-04-08 12:00:00 Sensor77 SO2 50.62
2019-04-08 12:00:00 Sensor77 PM10 59.74
2019-04-09 12:00:00 Sensor77 O3 33.09
2019-04-09 12:00:00 Sensor77 NO2 51.01
2019-04-09 12:00:00 Sensor77 SO2 52.16
2019-04-09 12:00:00 Sensor77 PM10 38.36
2019-04-10 12:00:00 Sensor77 O3 58.96
2019-04-10 12:00:00 Sensor77 NO2 42.51
2019-04-10 12:00:00 Sensor77 SO2 46.36
2019-04-10 12:00:00 Sensor77 PM10 43.64
2019-04-11 12:00:00 Sensor77 O3 54.59
2019-04-11 12:00:00 Sensor77 NO2 48.66
2019-04-11 12:00:00 Sensor77 SO2 44.81
2019-04-11 12:00:00 Sensor77 PM10 55.27
2019-04-12 12:00:00 Sensor77 O3 55.04
2019-04-12 12:00:00 Sensor77 NO2 61.58
2019-04-12 12:00:00 Sensor77 SO2 34.31
2019-04-12 12:00:00 Sensor77 PM10 33
2019-04-13 12:00:00 Sensor77 O3 43.42
2019-04-13 12:00:00 Sensor77 NO2 45.15
2019-04-13 12:00:00 Sensor77 SO2 39.04
2019-04-13 12:00:00 Sensor77 PM10 47.4
2019-04-14 12:00:00 Sensor77 O3 53.15
2019-04-14 12:00:00 Sensor77 NO2 57.49
2019-04-14 12:00:00 Sensor77 SO2 48.94
2019-04-14 12:00:00 Sensor77 PM10 63.17
2019-04-15 12:00:00 Sensor77 O3 64.33
2019-04-15 12:00:00 Sensor77 NO2 51.58
2019-04-15 12:00:00 Sensor77 SO2 60.52
2019-04-15 12:00:00 Sensor77 PM10 60.61
2019-04-16 12:00:00 Sensor77 O3 48.57
2019-04-16 12:00:00 Sensor77 NO2 43.89
2019-04-16 12:00:00 Sensor77 SO2 61.5
2019-04-16 12:00:00 Sensor77 PM10 56.51
2019-04-17 12:00:00 Sensor77 O3 44.29
2019-04-17 12:00:00 Sensor77 NO2 51.86
2019-04-17 12:00:00 Sensor77 SO2 62.76
2019-04-17 12:00:00 Sensor77 PM10 43.08
2019-04-18 12:00:00 Sensor77 O3 65.44
2019-04-18 12:00:00 Sensor77 NO2 63.81
2019-04-18 12:00:00 Sensor77 SO2 62.72
2019-04-18 12:00:00 Sensor77 PM10 56.05
2019-04-19 12:00:00 Sensor77 O3 49.73
2019-04-19 12:00:00 Sensor77 NO2 49.15
2019-04-19 12:00:00 Sensor77 SO2 57.35
2019-04-19 12:00:00 Sensor77 PM10 44.38
2019-04-20 12:00:00 Sensor77 O3 58.48
2019-04-20 12:00:00 Sensor77 NO2 53.86
2019-04-20 12:00:00 Sensor77 SO2 63.21
2019-04-20 12:00:00 Sensor77 PM10 43.63
2019-04-21 12:00:00 Sensor77 O3 56.32
2019-04-21 12:00:00 Sensor77 NO2 57.28
2019-04-21 12:00:00 Sensor77 SO2 47.61
2019-04-21 12:00:00 Sensor77 PM10 34.79
2019-04-22 12:00:00 Sensor77 O3 49.41
2019-04-22 12:00:00 Sensor77 NO2 45.34
2019-04-22 12:00:00 Sensor77 SO2 53.15
2019-04-22 12:00:00 Sensor77 PM10 55.68
2019-04-23 12:00:00 Sensor77 O3 48.35
2019-04-23 12:00:00 Sensor77 NO2 67.79
2019-04-23 12:00:00 Sensor77 SO2 51.89
2019-04-23 12:00:00 Sensor77 PM10 63.35
2019-04-24 12:00:00 Sensor77 O3 55.11
2019-04-24 12:00:00 Sensor77 NO2 29.61
2019-04-24 12:00:00 Sensor77 SO2 40.65
2019-04-24 12:00:00 Sensor77 PM10 44.83
2019-04-25 12:00:00 Sensor77 O3 55.66
2019-04-25 12:00:00 Sensor77 NO2 48.41
2019-04-25 12:00:00 Sensor77 SO2 52.31
2019-04-25 12:00:00 Sensor77 PM10 42.8
2019-04-26 12:00:00 Sensor77 O3 61.66
2019-04-26 12:00:00 Sensor77 NO2 47.9
2019-04-26 12:00:00 Sensor77 SO2 36.37
2019-04-26 12:00:00 Sensor77 PM10 42.04
2019-04-27 12:00:00 Sensor77 O3 44.71
2019-04-27 12:00:00 Sensor77 NO2 44.96
2019-04-27 12:00:00 Sensor77 SO2 51.8
2019-04-27 12:00:00 Sensor77 PM10 66.9
2019-04-28 12:00:00 Sensor77 O3 57.65
2019-04-28 12:00:00 Sensor77 NO2 66.51
2019-04-28 12:00:00 Sensor77 SO2 56.05
2019-04-28 12:00:00 Sensor77 PM10 43.29
2019-04-29 12:00:00 Sensor77 O3 44.19
2019-04-29 12:00:00 Sensor77 NO2 63.19
2019-04-29 12:00:00 Sensor77 SO2 47.93
2019-04-29 12:00:00 Sensor77 PM10 38.9
2019-04-30 12:00:00 Sensor77 O3 53.84
2019-04-30 12:00:00 Sensor77 NO2 55.34
2019-04-30 12:00:00 Sensor77 SO2 49.12
2019-04-30 12:00:00 Sensor77 PM10 45.19
2019-05-01 12:00:00 Sensor77 O3 46.29
2019-05-01 12:00:00 Sensor77 NO2 47.64
2019-05-01 12:00:00 Sensor77 SO2 30.48
2019-05-01 12:00:00 Sensor77 PM10 51.22
